claimId,product,aspect,condition,claimType,directionLabel,question,answer,positive,negative,neutral,spoke,silent,cell,confidence,hedgeReasons,limitations,evidenceCount,quotes
p044|product=None|흡수력,아누아 피디알엔 히알루론산 100 수분크림,흡수력,조건 없음 (이 제품 리뷰 전체),unconditional,혼재,이거 흡수 빠른 편일까?,"빠르게 스며든다는 말이 많다. 다만 일부는 흡수는 되지만 아주 빠르진 않다고 하고, 흡수 후 기름기가 남는 느낌이라는 말도 나온다.",57,2,1,60,295,355,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,4,"[positive] 흡수도 빠른 편이에요 (리뷰 53228091)
[positive] 흡수 빠르고 (리뷰 52853858)
[neutral] 흡수는잘 되지만 엄청 빨리 흡수가 되지는 않는거 같아요 (리뷰 62906632)
[negative] 흡수가많이잘되는것보다는좀기름기가남는느낌 (리뷰 61624045)"
p044|skinTrouble=미기재|흡수력,아누아 피디알엔 히알루론산 100 수분크림,흡수력,피부고민을 안 밝힌 리뷰,conditional,혼재,이거 바르면 금방 흡수될까?,바르면 빠르게 스며들고 겉은 보송하게 마무리된다는 말이 많다. 반면 흡수가 더디고 기름기가 남는 느낌이라는 리뷰도 소수 있다.,35,2,0,37,135,172,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,4,"[positive] 흡수력도 빨라서 (리뷰 48367516)
[positive] 흡수가 잘 된다는 점이 이 제품의 가장 큰 장점 (리뷰 39533316)
[positive] 흡수되면 겉은 보송한데 (리뷰 45916651)
[negative] 흡수가많이잘되는것보다는좀기름기가남는느낌 (리뷰 61624045)"
p044|skinType=미기재|흡수력,아누아 피디알엔 히알루론산 100 수분크림,흡수력,피부타입을 안 밝힌 리뷰,conditional,혼재,이거 바르면 빠르게 흡수되고 안 겉돌까?,바르자마자 흡수되면서 겉은 보송해진다는 말이 많다. 흡수력을 이 제품의 가장 큰 장점으로 꼽는 리뷰도 있다. 다만 흡수가 잘 되기보다 기름기가 남는 느낌이라는 소수 의견도 있다.,32,2,0,34,129,163,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,4,"[positive] 흡수력도 빨라서 (리뷰 48367516)
[positive] 흡수가 잘 된다는 점이 이 제품의 가장 큰 장점 (리뷰 39533316)
[positive] 흡수되면 겉은 보송한데 (리뷰 45916651)
[negative] 흡수가많이잘되는것보다는좀기름기가남는느낌 (리뷰 61624045)"
p011|product=None|가성비,에스쁘아 비벨벳 커버쿠션,가성비,조건 없음 (이 제품 리뷰 전체),unconditional,혼재,본품+리필 구성인데 이 가격이면 가성비가 괜찮을까?,"본품과 리필이 함께 들어 있어 오래 쓸 수 있다는 점을 가성비의 이유로 꼽는 리뷰가 많고, 여름용 쿠션 중에서 가성비가 좋다거나 헤라 블랙쿠션 대체용으로 쓴다는 말도 나온다. 다만 가격 자체는 비싸다고 느낀다는 리뷰도 있어, 할인 시점을 노려 산다는 언급이 함께 보인다.",16,4,0,20,406,426,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,5,"[positive] 본품과 리필이 함께 들어 있어 오래 사용할 수 있는 점도 좋았습니다 (리뷰 63135754)
[positive] 가격대 생각하면 헤라 블랙쿠션 대체용으로 가성비 좋은 제품 (리뷰 47913782)
[positive] 진짜 여름용쿠션 중에 가성비 최고예요 (리뷰 43746673)
[negative] 좀 비싸긴하지만 (리뷰 62346777)
[positive] 할인많이 하면 자주살듯 (리뷰 61754233)"
p011|skinTrouble=미기재|가성비,에스쁘아 비벨벳 커버쿠션,가성비,피부고민을 안 밝힌 리뷰,conditional,혼재,"가격 대비 쓸만한가, 아니면 그냥 저렴한 맛에 사는 건가?","본품과 리필이 함께 들어 있어 오래 쓸 수 있고 기획할인도 잦아서 가성비가 좋다는 말이 많다. 다만 일부는 가격이 살짝 있는 편이라고 느끼며, 저렴하다는 평과는 다른 인상을 전한다.",7,3,0,10,183,193,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,5,"[positive] 가성비도 좋고 (리뷰 62504698)
[positive] 본품과 리필이 함께 들어 있어 오래 사용할 수 있는 점도 좋았습니다 (리뷰 63135754)
[positive] 기획할인 자주 해서 (리뷰 63686370)
[negative] 좀 비싸긴하지만 (리뷰 62346777)
[negative] 가격이 살짝 있나 라는 생각이 들긴 하지만 (리뷰 63311157)"
p011|skinType=A02|밀착력,에스쁘아 비벨벳 커버쿠션,밀착력,건성 피부,conditional,혼재,건성인데 이 쿠션이 뜨지 않고 밀착될까?,"피부에 착 달라붙고 주름 사이에도 잘 메꿔지면서 매끈한 표면을 만든다는 평이 많다. 다만 건성 피부에서는 막 바른 직후 살짝 떠 보인다는 언급이 있어, 시간이 지나야 밀착되는 느낌을 받는 경우도 있는 듯하다.",8,4,0,12,38,50,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,3,"[positive] 착!! 착!! 밀착력 더 좋게 해주는 거 같고 (리뷰 47913782)
[positive] 주름 사이에 밀착력 있게 잘 메꿔지구요 (리뷰 44095682)
[negative] 건성에겐 막 바른후 살짝 떠보이는데 (리뷰 43847480)"
p011|skinTrouble=C09|밀착력,에스쁘아 비벨벳 커버쿠션,밀착력,모공 고민,conditional,혼재,모공 신경 쓰이는데 이거 바르면 뜨지 않고 잘 밀착될까?,"모공을 채워주면서 보송하게 밀착된다는 평이 많고, 시간이 지나도 들뜸 없이 붙어 있다는 언급도 있다. 다만 건성 피부는 바른 직후 살짝 뜬다는 말이 있고, 코 옆이 껍질처럼 일어난다는 리뷰도 함께 나온다.",7,2,0,9,24,33,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,4,"[negative] 건성에겐 막 바른후 살짝 떠보이는데 (리뷰 43847480)
[positive] 모공을 잘 채워줘서 피부 깨끗해보임 (리뷰 48123570)
[positive] 보송하면서도 들뜸 없이 피부에 착 밀착돼서 (리뷰 43741877)
[negative] 바로 코쪽이 껍질처럼 떠서 (리뷰 49696445)"
p011|skinTrouble=C02|밀착력,에스쁘아 비벨벳 커버쿠션,밀착력,미백 고민,conditional,혼재,피부에 얇고 매끈하게 잘 밀착되는 편일까?,피부에 얇게 착 붙어서 매끈한 결로 표현되고 주름 사이에 잘 끼지 않는다는 말이 많다. 다만 메이크업 후 시간이 지나면 묻어남이 있다는 지적도 나온다.,12,3,0,15,53,68,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,3,"[positive] 피부에 얇게 착! 하고 밀착되면서도 (리뷰 48095472)
[positive] 주름 사이에 끼임도 심하지 않고 (리뷰 62543700)
[negative] 메이크업 후 묻어남도 많은 것 같고 (리뷰 61687641)"
p011|skinType=A03|밀착력,에스쁘아 비벨벳 커버쿠션,밀착력,복합성 피부,conditional,혼재,복합성인데 이거 밀착력 괜찮을까?,"얇고 가볍게 피부에 착 붙어서 모공까지 잘 가려진다는 평이 많다. 다만 코 옆처럼 접히는 부위에서 끼임이 생기고, 시간이 지나면 메이크업이 묻어난다는 지적도 함께 나온다.",22,4,0,26,82,108,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,4,"[positive] 밀착도 잘되고 (리뷰 44690607)
[positive] 얇고 가볍게 밀착되고 (리뷰 48063207)
[negative] 코옆 등에 끼임이 생기는 곳은 (리뷰 44067495)
[negative] 메이크업 후 묻어남도 많은 것 같고 (리뷰 61687641)"
p011|skinTrouble=C06|밀착력,에스쁘아 비벨벳 커버쿠션,밀착력,블랙헤드 고민,conditional,혼재,블랙헤드 있는 편인데 코 옆에 밀착되다 끼지 않을까?,"모공까지 얇게 밀착되면서 색이 예쁘게 픽스된다는 말이 많다. 다만 코옆 등 접히는 부위에 끼임이 생긴다는 지적이 있고, 건성은 바른 직후 살짝 뜬다는 말도 함께 나온다.",12,3,0,15,33,48,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,3,"[positive] 얇게 쫙 밀착되면서도 (리뷰 47930024)
[negative] 코옆 등에 끼임이 생기는 곳은 (리뷰 44067495)
[negative] 건성에겐 막 바른후 살짝 떠보이는데 (리뷰 43847480)"
p011|skinTrouble=C01|밀착력,에스쁘아 비벨벳 커버쿠션,밀착력,잡티 고민,conditional,혼재,잡티가 있는 편인데 이 쿠션이 뜨지 않고 잘 붙어있을까?,"얇게 발려도 모공과 잡티가 가려지면서 뭉침 없이 피부에 붙는다는 평이 많다. 매트하게 밀착되는 속도가 빠르다는 언급도 함께 나온다. 다만 시간이 지나면 메이크업이 묻어난다는 반대되는 리뷰도 있어, 밀착이 오래 유지되지 않는 경우도 있는 것으로 보인다.",22,4,0,26,70,96,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,4,"[positive] 모공커버는 미쳤습니다 (리뷰 48024271)
[positive] 얇고 뭉침없이 피부에 밀착되어서 (리뷰 44056551)
[positive] 미세하게 조금 더 매트하고 밀착되는 속도가 빠르다는 느낌 (리뷰 43855348)
[negative] 메이크업 후 묻어남도 많은 것 같고 (리뷰 61687641)"
p011|product=None|밀착력,에스쁘아 비벨벳 커버쿠션,밀착력,조건 없음 (이 제품 리뷰 전체),unconditional,혼재,쿠션이 뜨거나 들뜨지 않고 잘 밀착될까?,"피부에 쫙 붙는 느낌이고 들뜨는 느낌이 없다는 평이 많다. 다만 모공이 큰 부위에서는 제품이 끼인다는 지적이 있어, 모공이 두드러지는 부위에서는 밀착이 오히려 티가 날 수 있다는 언급이 함께 나온다.",84,17,0,101,325,426,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,3,"[positive] 피부에 비교적 밀착되는 느낌이고 (리뷰 63954842)
[positive] 들뜨는 느낌이 없었고 (리뷰 62504698)
[negative] 큰 모공에는 끼임이 있는데 (리뷰 44154483)"
p011|skinType=A01|밀착력,에스쁘아 비벨벳 커버쿠션,밀착력,지성 피부,conditional,혼재,지성인데 이거 하나로 밀착이 유지될까?,"피부에 얇게 쫙 밀착되면서 매끄러운 막을 만든 듯 픽스된다는 평이 많다. 다만 기초 케어를 신경 써도 뜬다는 리뷰가 있어, 밀착이 화장품 자체보다 피부 컨디션이나 기초 단계에 좌우된다는 여지도 보인다.",11,2,0,13,32,45,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,3,"[positive] 피부 밀착 미쳤어요 (리뷰 63084647)
[positive] 얇게 쫙 밀착되면서도 (리뷰 47930024)
[negative] 기초 열심히 해도 뜨고 (리뷰 63619075)"
p011|skinTrouble=C05|밀착력,에스쁘아 비벨벳 커버쿠션,밀착력,트러블 고민,conditional,혼재,트러블 피부인데 이 쿠션 뜨거나 끼지 않고 밀착될까?,"얇게 뭉침 없이 피부에 착 붙는다는 평이 많고, 그대로 예쁘게 픽스된다는 언급도 이어진다. 다만 코 옆처럼 접히는 부위에서는 끼임이 생긴다는 리뷰가 있어, 얼굴 전체가 아니라 특정 부위에서 미세하게 밀리는 정도로 보인다.",18,2,0,20,62,82,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,4,"[positive] 피부 밀착 미쳤어요 (리뷰 63084647)
[positive] 얇고 뭉침없이 피부에 밀착되어서 (리뷰 44056551)
[positive] 정말 예쁘게 픽스됩니다 (리뷰 47902740)
[negative] 코옆 등에 끼임이 생기는 곳은 (리뷰 44067495)"
p011|skinTrouble=미기재|밀착력,에스쁘아 비벨벳 커버쿠션,밀착력,피부고민을 안 밝힌 리뷰,conditional,혼재,이거 하나로 저녁까지 뜨거나 뭉치지 않고 버틸까?,얇게 밀착되면서 시간이 지나도 들뜨거나 뭉치지 않는다는 후기가 많다. 저녁까지 끼임이나 뭉침 없이 간다는 언급도 나온다. 다만 모공이 큰 부위에는 파운데이션이 끼는 느낌이 있다는 지적이 함께 있다.,35,8,0,43,150,193,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,3,"[positive] 피부에 얇고 고르게 밀착되어 시간이 지나도 들뜨거나 뭉침이 적었고 (리뷰 63135754)
[positive] 저녁까지 끼임없고 뭉침없고 (리뷰 43746673)
[negative] 큰 모공에는 끼임이 있는데 (리뷰 44154483)"
p011|skinType=미기재|밀착력,에스쁘아 비벨벳 커버쿠션,밀착력,피부타입을 안 밝힌 리뷰,conditional,혼재,이거 하나로 밀착력 유지가 될까?,"얇고 고르게 밀착돼 시간이 지나도 들뜨거나 뭉치지 않는다는 말이 많다. 다만 모공이 큰 부위에는 끼임이 생긴다는 언급이 있어, 모공이 두드러지는 부위에서는 다르게 느껴질 수 있다.",34,7,0,41,139,180,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,3,"[positive] 피부에 얇고 고르게 밀착되어 시간이 지나도 들뜨거나 뭉침이 적었고 (리뷰 63135754)
[positive] 저녁까지 끼임없고 뭉침없고 (리뷰 43746673)
[negative] 큰 모공에는 끼임이 있는데 (리뷰 44154483)"
p011|skinType=A02|발림감/텍스처,에스쁘아 비벨벳 커버쿠션,발림감/텍스처,건성 피부,conditional,혼재,건성인데 이거 얇게 잘 발리면서 안 뜰까?,"깐달걀처럼 얇게 발리면서 매트하게 픽싱된다는 말이 많다. 두껍게 뜨거나 각질이 일어난다는 언급은 거의 없이 세미매트한 제형으로 여름에도 무난하다는 평이 나온다. 다만 쪼이는 느낌이 든다는 리뷰가 있어, 건성이라도 수분 케어를 먼저 챙기는 편이 나아 보인다.",13,2,0,15,35,50,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,4,"[positive] 비글로우 퍼프가 더 촉촉하게 발려요 (리뷰 49077773)
[positive] 외관상 피부 표현은 매트하면서 보송하게 (리뷰 47913782)
[positive] 깐달걀처럼 발려서 좋았어요 (리뷰 49696445)
[negative] 쪼이는 게 느껴집니다 (리뷰 44725612)"
p011|skinTrouble=C09|발림감/텍스처,에스쁘아 비벨벳 커버쿠션,발림감/텍스처,모공 고민,conditional,긍정,모공이 신경 쓰이는데 두껍게 뜨지 않고 자연스럽게 발릴까?,"깐달걀처럼 얇게 펴지면서 벨벳 같은 마무리감이 든다는 말이 반복해서 나온다. 두껍게 겹쳐 바른 느낌 없이 커버가 된다는 언급도 함께 나와, 모공을 가리려고 덧발라도 답답하게 뜨지 않는다는 쪽으로 의견이 모인다.",9,0,0,9,24,33,hedged,말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,3,"[positive] 두껍지 않게 올라가고 (리뷰 43794927)
[positive] 포슬포슬하고 벨벳처럼 부드럽고 (리뷰 48557518)
[positive] 더 얇고 커버력 있게 발려서 피부가 답답하지 않네요 (리뷰 48153007)"
p011|skinTrouble=C02|발림감/텍스처,에스쁘아 비벨벳 커버쿠션,발림감/텍스처,미백 고민,conditional,혼재,매트한 쿠션인데 답답하거나 텁텁하지 않을까?,"매트한 제형이면서도 답답하지 않고 얇게 펴 발려 깔끔하게 표현된다는 말이 많다. 모공에 끼지 않고 잘 발린다는 언급도 함께 나온다. 다만 텁텁하다는 반대 의견도 있어, 매트 제형 특유의 무게감을 느끼는 사람이 소수 있는 것으로 보인다.",14,3,0,17,51,68,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,4,"[positive] 매트한 제형인데 진짜 피부가 답답하지 않고 편안해요. (리뷰 47261197)
[negative] 좀텁텁하고 (리뷰 44643405)
[positive] 발림성도 모공끼임 없이 잘 발려서 (리뷰 44073729)
[positive] 얇게 펴 발려서 피부 표현이 깔끔하게 나오는 편 (리뷰 63605086)"
p011|skinType=A03|발림감/텍스처,에스쁘아 비벨벳 커버쿠션,발림감/텍스처,복합성 피부,conditional,혼재,복합성인데 이거 얇고 가볍게 잘 발릴까?,"퍼석하지 않고 얇고 가볍게 두껍지 않게 올라간다는 말이 많고, 건조함 없이 발린다는 언급도 함께 나온다. 다만 발림성이 그렇게 좋은 편은 아니라거나 텁텁하다는 반응도 소수 있어, 만족도가 갈리는 지점이 있다.",23,3,2,28,80,108,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,4,"[positive] 에스쁘아 벨벳은 퍼석한 느낌이 없어서 (리뷰 48024271)
[positive] 아주 얇고 가벼운 쿠션입니다 (리뷰 44055378)
[negative] 발림성은 그렇게 좋은 편은 아닌 것 같아요 (리뷰 47869271)
[negative] 좀텁텁하고 (리뷰 44643405)"
p011|skinTrouble=C01|발림감/텍스처,에스쁘아 비벨벳 커버쿠션,발림감/텍스처,잡티 고민,conditional,혼재,잡티 있는 피부인데 두껍게 뜨지 않고 잘 발릴까?,"쓱쓱 발라도 뜨지 않고 모공에 끼지 않으면서 매트하고 보송하게 표현된다는 말이 많다. 다만 발림성이 좋은 편은 아니라거나 텁텁하다고 느낀 경우도 있어, 소수지만 질감에서 다르게 느끼는 사람이 있다.",19,5,0,24,72,96,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,5,"[positive] 두껍게는 안 느껴지는 쿠션 (리뷰 48257086)
[positive] 쓱쓱 발라도 뜨는건 없어서 (리뷰 45166038)
[positive] 발림성도 모공끼임 없이 잘 발려서 (리뷰 44073729)
[negative] 발림성은 그렇게 좋은 편은 아닌 것 같아요 (리뷰 47869271)
[negative] 좀텁텁하고 (리뷰 44643405)"
p011|product=None|발림감/텍스처,에스쁘아 비벨벳 커버쿠션,발림감/텍스처,조건 없음 (이 제품 리뷰 전체),unconditional,혼재,매트 쿠션이라던데 뻑뻑하거나 각질 뜨진 않을까?,"바를 때는 촉촉하고 마무리는 매트하면서 보송해 답답하지 않다는 말이 많다. 퍼프를 비글로우로 바꾸면 더 촉촉하게 발린다는 팁도 함께 나온다. 다만 발림성 자체가 그리 좋은 편은 아니라는 리뷰와, 매트하긴 해도 아주 심한 정도는 아니라는 리뷰가 소수 있다.",76,9,3,88,338,426,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,5,"[positive] 바를땐 촉촉한데 마무리는 보송하고 매트해요 (리뷰 45993423)
[positive] 매트한 제형인데 진짜 피부가 답답하지 않고 편안해요. (리뷰 47261197)
[positive] 비글로우 퍼프가 더 촉촉하게 발려요 (리뷰 49077773)
[negative] 발림성은 그렇게 좋은 편은 아닌 것 같아요 (리뷰 47869271)
[neutral] 발림성은 엄청 매트하진 않아요 (리뷰 48006637)"
p011|skinTrouble=C05|발림감/텍스처,에스쁘아 비벨벳 커버쿠션,발림감/텍스처,트러블 고민,conditional,혼재,트러블 피부인데 발림이 뜨거나 두껍게 뜨지 않을까?,"쓱쓱 발라도 들뜨지 않고, 바를 땐 촉촉하다가 보송하고 매트하게 마무리된다는 말이 많다. 퍼프를 비글로우 같은 촉촉한 것으로 바꾸면 더 낫다는 언급도 있다. 다만 발림성이 그렇게 좋은 편은 아니라는 리뷰도 하나 있어, 손이나 브러시 등 바르는 도구에 따라 체감이 달라질 수 있다.",13,1,1,15,67,82,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 반대 1명 · 태거 방향 오류 가능,4,"[positive] 쓱쓱 발라도 뜨는건 없어서 (리뷰 45166038)
[positive] 바를땐 촉촉한데 마무리는 보송하고 매트해요 (리뷰 45993423)
[positive] 비글로우 퍼프가 더 촉촉하게 발려요 (리뷰 49077773)
[negative] 발림성은 그렇게 좋은 편은 아닌 것 같아요 (리뷰 47869271)"
p011|skinTrouble=미기재|발림감/텍스처,에스쁘아 비벨벳 커버쿠션,발림감/텍스처,피부고민을 안 밝힌 리뷰,conditional,혼재,매트 쿠션인데 뻑뻑하거나 두껍게 뜨진 않을까?,"얇게 펴발려도 자연스럽게 밀착되고 보송한 매트 마무리가 된다는 평이 많아, 지성 피부가 여름에 쓰기 좋다는 언급도 나온다. 다만 양을 조절하지 못하면 텁텁하고 두꺼워 보일 수 있다는 지적과, 생각보다 매트해서 픽싱이 빨리 된다는 말도 있어 소량씩 덧바르는 편이 나아 보인다.",25,4,0,29,164,193,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,5,"[negative] 예상보다 더 매트하여 픽싱이 빨리 되므로 (리뷰 44154483)
[negative] 다만 양조절 잘못하면 살짝 텁텁하고 두꺼워 보일 수 있어서 (리뷰 43724954)
[positive] 뭉치지 않고 자연스럽게 발리고 (리뷰 63762551)
[positive] 보송하게 발려서 (리뷰 44096185)
[positive] 쿠션은 얇고 균일하게 발려 피부 표현이 정말 자연스러워요 (리뷰 63586705)"
p011|skinType=미기재|발림감/텍스처,에스쁘아 비벨벳 커버쿠션,발림감/텍스처,피부타입을 안 밝힌 리뷰,conditional,혼재,쿠션 발림감이 뭉치지 않고 자연스러울까?,얇고 균일하게 발리면서 뭉치지 않고 보송하게 마무리된다는 평이 많다. 지성 피부에 매트한 마무리가 여름철에 좋다는 언급도 있다. 다만 그 매트함이 예상보다 강해서 픽싱이 빨리 되어버린다는 지적도 함께 나온다.,23,3,0,26,154,180,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 태거 방향 오류 가능,5,"[negative] 예상보다 더 매트하여 픽싱이 빨리 되므로 (리뷰 44154483)
[positive] 뭉치지 않고 자연스럽게 발리고 (리뷰 63762551)
[positive] 보송하게 발려서 (리뷰 44096185)
[positive] 쿠션은 얇고 균일하게 발려 피부 표현이 정말 자연스러워요 (리뷰 63586705)
[positive] 매트해서 지성이 여름에 쓰기 좋아요 (리뷰 43728338)"
p011|skinTrouble=C01|발색,에스쁘아 비벨벳 커버쿠션,발색,잡티 고민,conditional,혼재,잡티 있는 피부인데 이 쿠션 색이 나한테 맞을까?,"다크닝 없이 발색되고 톤업 효과로 화사해진다는 말이 많다. 밝게 나오는 편이라 미리 참고하고 골랐다는 리뷰도 여럿이다. 다만 그중에서도 생각보다 너무 밝다고 당황한 리뷰가 있어, 원래 톤보다 밝게 나올 수 있다는 점은 감안해야 한다.",7,1,3,11,85,96,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,소수가 잡음 범위 · 반대 1명 · 태거 방향 오류 가능,4,"[positive] 다크닝이 없어서 (리뷰 47869271)
[neutral] 컬러는 밝게 나온 편이라 (리뷰 43745033)
[positive] 포슬린 컬러는 밝고 화사하게 톤업돼서 (리뷰 43741877)
[negative] 이거 왜이렇게 밝죠 (리뷰 61346908)"
p011|product=None|발색,에스쁘아 비벨벳 커버쿠션,발색,조건 없음 (이 제품 리뷰 전체),unconditional,혼재,쿠션 호수 고를 때 밝게 나온다는데 어느 정도일까?,"바르면 원래 피부톤보다 한 톤가량 밝게 나오고 시간이 지나도 다크닝이 없거나 적다는 말이 많다. 다만 밝게 나온다는 점을 감안해 호수를 한 단계 낮춰 고르라는 언급이 반복된다. 실제로 원래 쓰던 21호가 19호처럼 밝게 나온다고 느낀 경우도 있어, 평소보다 한 단계 어두운 호수를 고려하는 편이 안전하다.",25,6,9,40,386,426,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,4,"[negative] 요즘 쿠션 밝게 나와서 21호가 무슨 19호 정도로 나옴 (리뷰 62903804)
[positive] 다크닝이 없어서 (리뷰 47869271)
[positive] 피부톤에서 한톤정도 밝아진다고 보면돼요 (리뷰 44524616)
[neutral] 색상이 밝게 나온 편이라는 리뷰들을 참고해서 (리뷰 43904247)"
p011|skinTrouble=미기재|발색,에스쁘아 비벨벳 커버쿠션,발색,피부고민을 안 밝힌 리뷰,conditional,혼재,"호수 고르기 전에 궁금한데, 실제로 발리면 밝게 뜨지 않을까?","노란끼가 돌면서 다크닝 없이 화사하게 맞았다는 후기가 많다. 다만 발색이 타제품보다 하얀 편이고 살짝 밝게 뜬다는 말도 함께 나오는데, 최근 리뷰에서는 다크닝이 심하다는 반대 경험도 보인다. 호수 선택 시 한 톤 낮춰보는 게 안전할 듯하다.",8,3,2,13,180,193,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,5,"[positive] 다크닝도 비교적 적고 (리뷰 44154483)
[positive] 20호 바닐라 컬러는 19호 피부 기준으로 너무 뜨는느낌없이 화사하게 잘맞았어요 (리뷰 43724954)
[negative] 발색은 타제품에 비해 하얀편이에요 (리뷰 62818744)
[negative] 살짝 밝은 느낌이 있어요 (리뷰 63809113)
[negative] 다크닝 ㅈㄴ 심해요 (리뷰 63464313)"
p011|skinType=미기재|발색,에스쁘아 비벨벳 커버쿠션,발색,피부타입을 안 밝힌 리뷰,conditional,혼재,다크닝 없이 밝게 잘 맞을까?,"다크닝이 적고 노란끼가 돌아 만족스럽다는 평이 있는 반면, 발색이 타제품보다 하얗고 밝은 느낌이라는 말이 함께 나온다. 다크닝이 심하다는 반대 의견도 있어, 밝게 나온다는 색감 자체는 대체로 일치하지만 그것이 장점인지 단점인지는 사람마다 갈린다.",7,3,2,12,168,180,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,5,"[positive] 다크닝도 비교적 적고 (리뷰 44154483)
[negative] 다크닝 ㅈㄴ 심해요 (리뷰 63464313)
[negative] 발색은 타제품에 비해 하얀편이에요 (리뷰 62818744)
[negative] 살짝 밝은 느낌이 있어요 (리뷰 63809113)
[positive] 노란끼 돌아서 맘에 들어요 (리뷰 63399200)"
p011|skinTrouble=미기재|보습감,에스쁘아 비벨벳 커버쿠션,보습감,피부고민을 안 밝힌 리뷰,conditional,혼재,이거 하나로 촉촉함이 유지될까?,"물광까진 아니어도 당기지 않고 촉촉하다는 말이 많다. 다만 그냥 건조하다는 리뷰가 있고, 건성이라면 건조하게 느껴질 수 있다는 언급도 함께 나온다.",9,2,1,12,181,193,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,3,"[positive] 촉촉한 편이고 (리뷰 63915129)
[negative] 그냥 건조해서 (리뷰 63606983)
[neutral] 건성에겐 건조할수있겠지만 (리뷰 59436983)"
p011|skinType=미기재|보습감,에스쁘아 비벨벳 커버쿠션,보습감,피부타입을 안 밝힌 리뷰,conditional,혼재,이거 하나로 촉촉함이 유지될까?,"물광까지는 아니면서 은은하게 촉촉하다는 평이 많다. 다만 그냥 건조하다는 리뷰도 있고, 건성이라면 건조하게 느껴질 수 있다는 언급이 함께 나온다.",9,2,1,12,168,180,hedged,의견이 갈린다 · 말하지 않은 사람이 많다 · 게이트가 한계를 남겼다,태거 방향 오류 가능,4,"[positive] 촉촉한 편이고 (리뷰 63915129)
[positive] 촏촏하지만 그렇다고물광이 과한게 아니라서 (리뷰 63292291)
[negative] 그냥 건조해서 (리뷰 63606983)
[neutral] 건성에겐 건조할수있겠지만 (리뷰 59436983)"
